,name,funcs,n_heads,d_model,n_layers,attention_dir,act_fn,batch_size,lr,weight_decay,frac,attn_coeff,runid,diff_vocab,eqn_sign,save_embeddings,save_analysis,dist_irr,grad_sym,circ,trainfrac
99,modadd_59,lambda x: (x[0]+x[1])%59,4,91,1,casual,ReLU,3481,0.001,0.1,0.8,0.25,d91_wd0.1_attn0.250000,0,0,False,,0.46168917528031633,0.9927456074953079,0.998242779238133,
100,modadd_59,lambda x: (x[0]+x[1])%59,4,256,1,casual,ReLU,3481,0.001,0.1,0.8,0.75,B_d_256_attn_0.750_wd_0.1,0,0,False,False,0.38022861604891545,0.984002274274826,0.9601024557258448,
101,modadd_59,lambda x: (x[0]+x[1])%59,4,128,1,casual,ReLU,3481,0.001,0.001,0.8,0.44999999999999996,B_d_128_attn_0.450_wd_0.001,0,0,False,False,0.9099533226312955,0.9807053661346435,0.5283971625311596,
102,modadd_59,lambda x: (x[0]+x[1])%59,4,256,1,casual,ReLU,3481,0.001,0.1,0.8,0.9,B_d_256_attn_0.900_wd_0.1,0,0,False,False,0.42956174999826,0.9819241356849671,0.8483295036765302,
103,modadd_59,lambda x: (x[0]+x[1])%59,4,256,1,casual,ReLU,3481,0.001,0.1,0.8,0.7,B_d_256_attn_0.700_wd_0.1,0,0,False,False,0.4578959665353045,0.9803743207454682,0.9076798140707951,
104,modadd_59,lambda x: (x[0]+x[1])%59,4,64,1,casual,ReLU,3481,0.001,0.1,0.8,0.85,d_64_attn_0.850_wd_0.1,0,0,False,False,0.5726738082330195,0.7014010079787113,0.9971399769103685,
105,modadd_59,lambda x: (x[0]+x[1])%59,4,64,1,casual,ReLU,3481,0.001,0.1,0.8,0.7,d_64_attn_0.700_wd_0.1,0,0,False,False,0.4977660726380541,0.9826196920871735,0.9606722241349137,
106,modadd_59,lambda x: (x[0]+x[1])%59,4,64,1,casual,ReLU,3481,0.001,0.001,0.8,0.35,d_64_attn_0.350_wd_0.001,0,0,False,False,0.2867591522564282,0.980354408621788,0.6440523666511556,
107,modadd_59,lambda x: (x[0]+x[1])%59,4,91,1,casual,ReLU,3481,0.001,0.1,0.8,0.0,d91_wd0.1_attn0.000000,0,0,False,,0.3621828200713942,0.993995880484581,0.9989537001614059,
108,modadd_59,lambda x: (x[0]+x[1])%59,4,362,1,casual,ReLU,3481,0.001,0.1,0.8,0.55,d362_wd0.1_attn0.550000,0,0,False,,0.3877342969950824,0.9851772129535675,0.741274308188912,
109,modadd_59,lambda x: (x[0]+x[1])%59,4,64,1,casual,ReLU,3481,0.001,5.0,0.8,0.85,d_64_attn_0.850_wd_5,0,0,False,False,0.8316035477763278,0.4694261072203517,0.9897152644426709,
110,modadd_59,lambda x: (x[0]+x[1])%59,4,256,1,casual,ReLU,3481,0.001,0.001,0.8,0.55,d256_wd0.001_attn0.550000,0,0,False,,0.9353143880784165,0.9784187537431717,0.3256996300481159,
111,modadd_59,lambda x: (x[0]+x[1])%59,4,91,1,casual,ReLU,3481,0.001,0.001,0.8,0.30000000000000004,d91_wd0.001_attn0.300000,0,0,False,,0.7139805517313192,0.9889199781417847,0.6547399139030307,
112,modadd_59,lambda x: (x[0]+x[1])%59,4,128,1,casual,ReLU,3481,0.001,0.001,0.8,1.0,B_d_128_attn_1.000_wd_0.001,0,0,False,False,0.9255287382618514,0.7787546333670616,0.5202460334477159,
113,modadd_59,lambda x: (x[0]+x[1])%59,4,181,1,casual,ReLU,3481,0.001,0.1,0.8,0.75,d181_wd0.1_attn0.750000,0,0,False,,0.33008704297187397,0.9859198933839798,0.9822773364437424,
114,modadd_59,lambda x: (x[0]+x[1])%59,4,256,1,casual,ReLU,3481,0.001,5.0,0.8,1.0,d256_wd5_attn1.000000,0,0,False,,0.7603212983615595,0.5641685157455504,0.9425180911547985,
115,modadd_59,lambda x: (x[0]+x[1])%59,4,362,1,casual,ReLU,3481,0.001,5.0,0.8,0.09999999999999998,d_362_attn_0.100_wd_5,0,0,False,False,0.4900049856186176,0.9936788475513458,0.9901510172353605,
116,modadd_59,lambda x: (x[0]+x[1])%59,4,181,1,casual,ReLU,3481,0.001,0.1,0.8,0.30000000000000004,d181_wd0.1_attn0.300000,0,0,False,,0.38228310843839003,0.9901039582490921,0.9979936930901203,
117,modadd_59,lambda x: (x[0]+x[1])%59,4,64,1,casual,ReLU,3481,0.001,0.001,0.8,0.5,d_64_attn_0.500_wd_0.001,0,0,False,False,0.7363322260290408,0.9663721668720245,0.6015692717514529,
118,modadd_59,lambda x: (x[0]+x[1])%59,4,256,1,casual,ReLU,3481,0.001,5.0,0.8,0.55,d256_wd5_attn0.550000,0,0,False,,0.16603547691023413,0.9942168039083481,0.9964140710852529,
119,modadd_59,lambda x: (x[0]+x[1])%59,4,64,1,casual,ReLU,3481,0.001,0.001,0.8,0.0,d_64_attn_0.000_wd_0.001,0,0,False,False,0.32140779555252946,0.9982062536478042,0.9439147750538397,
120,modadd_59,lambda x: (x[0]+x[1])%59,4,91,1,casual,ReLU,3481,0.001,5.0,0.8,0.65,d_91_attn_0.650_wd_5,0,0,False,False,0.7077330541642878,0.7273253070563078,0.9168971106613939,
